JUDGE,TAT_1BLACK_1PRINT,TAT_1BLACK_2RTD,TAT_2AG_1PRINT,TAT_2AG_2RTD,TAT_2AG_3EXPOSURE,TAT_3BUS_1DEVELOP,TAT_3BUS_2FIRE,TAT_4DIELEC_FIRE,TAT_5MGO,TAT_6PHOS_1R_1DISPENSER,TAT_6PHOS_1R_2DRY,TAT_6PHOS_2G_1DISPENSER,TAT_6PHOS_2G_2DRY,TAT_6PHOS_3B_1DISPENSER,TAT_6PHOS_4FIRE,TAT_7PASTE,TAT_8AGING
0,86,210.0,84.0,66,176.0,372.0,7020.0,6573.0,530.0,78.0,414.0,78.0,327.0,84.0,6875.0,0.0,10076.0
0,88,230.0,82.0,74,152.0,380.0,6747.0,6780.0,540.0,80.0,444.0,78.0,393.0,78.0,7175.0,0.0,9750.0
0,88,210.0,82.0,69,170.0,344.0,7413.0,6480.0,530.0,78.0,570.0,76.0,399.0,80.0,6986.0,0.0,10073.0
0,86,210.0,84.0,69,190.0,384.0,7500.0,6453.0,540.0,80.0,354.0,100.0,396.0,84.0,7140.0,0.0,9749.0
0,88,210.0,84.0,69,156.0,352.0,6873.0,6480.0,530.0,80.0,303.0,78.0,309.0,82.0,7290.0,0.0,10076.0
0,86,220.0,84.0,72,148.0,352.0,7440.0,6480.0,540.0,78.0,456.0,78.0,396.0,98.0,7050.0,0.0,10075.0
0,86,220.0,84.0,69,142.0,384.0,6813.0,6420.0,530.0,76.0,390.0,88.0,399.0,84.0,7200.0,0.0,9751.0
0,88,220.0,84.0,72,158.0,380.0,6867.0,6480.0,530.0,78.0,369.0,78.0,357.0,84.0,7020.0,0.0,10076.0
0,88,210.0,84.0,72,140.0,384.0,6900.0,6513.0,530.0,80.0,369.0,78.0,396.0,84.0,7170.0,0.0,10075.0
0,88,250.0,84.0,69,134.0,380.0,7047.0,6480.0,530.0,80.0,390.0,80.0,303.0,80.0,7020.0,0.0,10074.0
0,88,220.0,84.0,69,154.0,388.0,6933.0,6507.0,530.0,80.0,432.0,80.0,396.0,84.0,7110.0,0.0,10076.0
0,88,210.0,84.0,72,138.0,372.0,6627.0,6567.0,540.0,80.0,330.0,78.0,396.0,84.0,7050.0,0.0,9750.0
0,80,230.0,80.0,74,142.0,372.0,6813.0,6573.0,530.0,98.0,441.0,78.0,399.0,88.0,6960.0,0.0,9750.0
0,86,220.0,88.0,72,172.0,348.0,7080.0,6513.0,530.0,78.0,321.0,78.0,327.0,82.0,6810.0,0.0,9750.0
0,100,210.0,90.0,69,332.0,336.0,7113.0,6513.0,530.0,80.0,345.0,78.0,399.0,84.0,6780.0,0.0,10074.0
0,78,210.0,86.0,69,132.0,356.0,6900.0,6393.0,540.0,80.0,393.0,78.0,387.0,86.0,7110.0,0.0,10074.0
0,98,210.0,89.0,69,194.0,332.0,6987.0,6507.0,530.0,80.0,324.0,86.0,378.0,78.0,6840.0,0.0,10074.0
0,86,210.0,84.0,69,158.0,404.0,7047.0,6480.0,540.0,82.0,354.0,78.0,315.0,90.0,6780.0,0.0,9749.0
0,88,220.0,85.0,69,136.0,392.0,6807.0,6480.0,540.0,78.0,597.0,78.0,399.0,86.0,7140.0,0.0,10077.0
0,86,210.0,82.0,72,168.0,364.0,6840.0,6513.0,530.0,98.0,327.0,78.0,396.0,86.0,6930.0,0.0,9750.0
0,88,220.0,86.0,75,156.0,336.0,7053.0,6513.0,530.0,80.0,321.0,78.0,396.0,84.0,6840.0,0.0,10074.0
0,88,210.0,84.0,69,154.0,380.0,6807.0,6420.0,540.0,80.0,303.0,100.0,312.0,90.0,6780.0,0.0,10076.0
0,88,200.0,82.0,69,144.0,380.0,7500.0,6420.0,540.0,78.0,360.0,100.0,396.0,86.0,7085.0,0.0,9750.0
1,88,210.0,86.0,69,116.0,372.0,6993.0,6540.0,530.0,80.0,366.0,78.0,315.0,78.0,7085.0,0.0,10074.0
1,80,260.0,80.0,69,136.0,364.0,6927.0,6720.0,540.0,82.0,456.0,78.0,363.0,78.0,6810.0,0.0,9750.0
0,86,220.0,88.0,69,142.0,368.0,7113.0,6507.0,540.0,78.0,369.0,78.0,321.0,84.0,7085.0,0.0,10076.0
0,86,230.0,84.0,63,150.0,340.0,6960.0,6420.0,530.0,80.0,339.0,78.0,324.0,86.0,7290.0,0.0,10076.0
0,88,220.0,82.0,69,134.0,384.0,6873.0,6447.0,530.0,78.0,333.0,78.0,375.0,84.0,7114.0,0.0,10073.0
0,88,210.0,84.0,69,138.0,380.0,6687.0,6453.0,540.0,80.0,369.0,80.0,327.0,86.0,7110.0,0.0,10074.0
0,86,210.0,80.0,69,138.0,416.0,7287.0,6420.0,530.0,80.0,351.0,84.0,399.0,100.0,7170.0,0.0,10074.0
0,86,230.0,84.0,72,142.0,384.0,7017.0,6480.0,530.0,76.0,399.0,78.0,396.0,84.0,7110.0,0.0,10074.0
0,86,210.0,84.0,69,500.0,384.0,6873.0,6453.0,530.0,78.0,402.0,76.0,399.0,84.0,7140.0,0.0,10076.0
0,88,240.0,88.0,71,144.0,336.0,7080.0,6540.0,530.0,80.0,369.0,80.0,324.0,84.0,6720.0,0.0,10077.0
0,86,200.0,84.0,72,134.0,384.0,7020.0,6453.0,530.0,80.0,387.0,78.0,312.0,86.0,6990.0,0.0,10076.0
0,86,210.0,84.0,71,150.0,372.0,6693.0,6600.0,530.0,80.0,438.0,82.0,381.0,84.0,6956.0,0.0,10076.0
0,88,220.0,86.0,75,156.0,336.0,7053.0,6513.0,530.0,78.0,303.0,80.0,381.0,82.0,6815.0,0.0,10076.0
0,98,220.0,86.0,72,154.0,336.0,7167.0,6507.0,540.0,78.0,396.0,76.0,393.0,86.0,7260.0,0.0,10076.0
0,88,220.0,84.0,69,176.0,384.0,6780.0,6453.0,540.0,100.0,390.0,76.0,399.0,86.0,7140.0,0.0,10074.0
0,98,220.0,89.0,66,172.0,360.0,6987.0,6507.0,530.0,100.0,321.0,78.0,393.0,78.0,6840.0,0.0,9749.0
0,88,220.0,88.0,69,186.0,372.0,6807.0,6513.0,530.0,78.0,423.0,78.0,363.0,86.0,6810.0,0.0,10077.0
0,98,210.0,88.0,69,200.0,332.0,6993.0,6513.0,530.0,78.0,309.0,78.0,396.0,78.0,6845.0,0.0,9750.0
0,86,210.0,88.0,75,136.0,372.0,7080.0,6507.0,540.0,78.0,396.0,76.0,309.0,84.0,7170.0,0.0,9750.0
0,86,210.0,84.0,69,140.0,384.0,7467.0,6447.0,540.0,80.0,360.0,86.0,381.0,84.0,7115.0,0.0,10075.0
0,88,210.0,88.0,69,160.0,336.0,7080.0,6513.0,530.0,80.0,393.0,80.0,396.0,82.0,6805.0,0.0,10073.0
0,88,220.0,84.0,69,198.0,352.0,7020.0,6420.0,470.0,78.0,387.0,78.0,303.0,84.0,7020.0,0.0,10075.0
0,87,220.0,86.0,72,136.0,376.0,7500.0,6453.0,540.0,76.0,363.0,82.0,393.0,84.0,7110.0,0.0,9750.0
0,86,260.0,85.0,69,144.0,416.0,6960.0,6480.0,540.0,78.0,387.0,78.0,396.0,84.0,7170.0,0.0,9751.0
0,88,220.0,84.0,72,138.0,384.0,6933.0,6420.0,530.0,82.0,351.0,78.0,396.0,82.0,7140.0,0.0,10074.0
0,88,230.0,82.0,74,152.0,380.0,6747.0,6780.0,540.0,84.0,426.0,78.0,333.0,78.0,8970.0,0.0,10074.0
0,86,210.0,84.0,69,190.0,384.0,7500.0,6453.0,540.0,80.0,351.0,78.0,396.0,84.0,7140.0,0.0,10076.0
0,88,250.0,84.0,69,134.0,380.0,7047.0,6480.0,530.0,78.0,390.0,78.0,312.0,78.0,6994.0,0.0,10074.0
0,88,210.0,84.0,72,138.0,396.0,6933.0,6453.0,540.0,78.0,417.0,76.0,390.0,84.0,7050.0,0.0,10077.0
0,88,220.0,84.0,69,156.0,384.0,6927.0,6480.0,530.0,80.0,393.0,78.0,336.0,86.0,7140.0,0.0,9750.0
1,86,250.0,82.0,69,166.0,368.0,7080.0,6693.0,530.0,80.0,417.0,78.0,396.0,84.0,6964.0,0.0,10076.0
0,88,210.0,88.0,69,158.0,368.0,6807.0,6513.0,530.0,100.0,396.0,78.0,396.0,84.0,6810.0,0.0,9751.0
1,86,210.0,86.0,69,148.0,368.0,7140.0,6933.0,540.0,78.0,450.0,78.0,402.0,76.0,6720.0,0.0,9854.0
0,88,220.0,84.0,72,136.0,364.0,6960.0,6420.0,540.0,80.0,426.0,76.0,396.0,86.0,7290.0,0.0,10076.0
0,88,210.0,84.0,69,160.0,384.0,6867.0,6480.0,530.0,78.0,369.0,78.0,348.0,84.0,7170.0,0.0,10076.0
0,98,210.0,88.0,69,200.0,332.0,6993.0,6513.0,530.0,78.0,327.0,76.0,396.0,84.0,6840.0,0.0,9750.0
0,88,210.0,88.0,72,186.0,332.0,7080.0,8967.0,540.0,98.0,372.0,78.0,306.0,84.0,7200.0,0.0,10075.0
0,86,210.0,86.0,73,172.0,360.0,7413.0,6633.0,540.0,100.0,393.0,78.0,396.0,84.0,6870.0,0.0,9750.0
0,88,210.0,88.0,72,160.0,372.0,6687.0,6600.0,540.0,96.0,432.0,78.0,369.0,82.0,6964.0,0.0,10074.0
0,88,210.0,86.0,69,132.0,384.0,6867.0,6420.0,530.0,78.0,321.0,78.0,396.0,84.0,7170.0,0.0,10076.0
0,86,210.0,84.0,77,148.0,372.0,6630.0,6447.0,530.0,80.0,456.0,100.0,396.0,96.0,6810.0,0.0,10076.0
0,86,220.0,88.0,72,172.0,348.0,7080.0,6513.0,530.0,80.0,324.0,86.0,378.0,78.0,6840.0,0.0,10074.0
0,86,210.0,86.0,69,158.0,352.0,7020.0,6453.0,530.0,80.0,369.0,78.0,312.0,84.0,7050.0,0.0,10074.0
0,88,230.0,86.0,72,150.0,384.0,6993.0,6480.0,530.0,76.0,597.0,80.0,396.0,84.0,7110.0,0.0,10074.0
0,88,220.0,84.0,72,190.0,380.0,7467.0,6480.0,540.0,78.0,393.0,100.0,363.0,84.0,7110.0,0.0,10076.0
0,86,220.0,85.0,75,162.0,356.0,7020.0,6453.0,530.0,78.0,486.0,78.0,321.0,96.0,6985.0,0.0,9750.0
1,88,230.0,86.0,69,152.0,368.0,6780.0,6540.0,530.0,80.0,372.0,76.0,399.0,78.0,6725.0,0.0,9750.0
0,90,220.0,86.0,75,122.0,376.0,6867.0,6447.0,540.0,78.0,426.0,78.0,396.0,86.0,7260.0,0.0,9750.0
0,86,220.0,88.0,72,154.0,404.0,7200.0,6600.0,530.0,78.0,429.0,78.0,330.0,84.0,6900.0,0.0,9750.0
0,88,210.0,86.0,69,132.0,384.0,6867.0,6420.0,530.0,78.0,321.0,78.0,396.0,84.0,7200.0,0.0,9749.0
0,88,210.0,84.0,69,138.0,380.0,6687.0,6453.0,540.0,78.0,348.0,98.0,399.0,86.0,7110.0,0.0,10074.0
0,90,220.0,80.0,69,140.0,384.0,6900.0,6420.0,530.0,78.0,393.0,78.0,387.0,84.0,7170.0,0.0,9750.0
0,76,220.0,82.0,69,194.0,356.0,6900.0,6420.0,540.0,80.0,372.0,86.0,396.0,84.0,7260.0,0.0,10076.0
0,76,220.0,82.0,69,194.0,356.0,6900.0,6420.0,540.0,80.0,372.0,86.0,396.0,84.0,7260.0,0.0,9750.0
0,86,220.0,88.0,69,140.0,368.0,7113.0,6507.0,540.0,78.0,369.0,78.0,321.0,84.0,7085.0,0.0,10074.0
0,88,210.0,84.0,69,138.0,380.0,6660.0,6447.0,530.0,80.0,381.0,78.0,399.0,84.0,7080.0,0.0,10075.0
0,88,210.0,82.0,72,162.0,384.0,6900.0,6513.0,540.0,78.0,393.0,76.0,351.0,86.0,7140.0,0.0,10076.0
0,88,220.0,84.0,72,158.0,380.0,6867.0,6480.0,530.0,78.0,369.0,78.0,357.0,84.0,7020.0,0.0,10076.0
0,88,220.0,84.0,72,152.0,352.0,6687.0,6567.0,540.0,98.0,429.0,78.0,399.0,84.0,6960.0,0.0,10075.0
0,86,220.0,84.0,72,134.0,376.0,6720.0,6567.0,540.0,76.0,393.0,78.0,396.0,82.0,6930.0,0.0,9751.0
1,86,210.0,84.0,69,134.0,368.0,7020.0,6540.0,540.0,78.0,369.0,80.0,318.0,90.0,6840.0,0.0,10074.0
1,88,210.0,84.0,69,130.0,352.0,6900.0,6447.0,540.0,80.0,372.0,78.0,393.0,76.0,7110.0,0.0,9750.0
0,88,210.0,82.0,72,162.0,384.0,6900.0,6513.0,540.0,78.0,393.0,76.0,351.0,86.0,7140.0,0.0,10076.0
0,86,230.0,84.0,69,148.0,368.0,6807.0,6507.0,530.0,80.0,597.0,78.0,393.0,84.0,6780.0,0.0,10077.0
0,86,210.0,84.0,72,132.0,380.0,6867.0,6447.0,540.0,82.0,408.0,76.0,399.0,84.0,7290.0,0.0,9750.0
0,86,210.0,88.0,74,186.0,348.0,6660.0,6573.0,540.0,80.0,501.0,76.0,396.0,86.0,6960.0,0.0,10075.0
0,86,210.0,88.0,74,186.0,352.0,6660.0,6573.0,540.0,80.0,456.0,84.0,393.0,84.0,6960.0,0.0,10075.0
0,88,210.0,88.0,72,140.0,360.0,7053.0,6507.0,540.0,78.0,396.0,78.0,306.0,86.0,7080.0,0.0,9751.0
0,86,210.0,84.0,69,138.0,416.0,7353.0,6633.0,530.0,78.0,408.0,80.0,360.0,84.0,6870.0,0.0,10075.0
0,100,230.0,88.0,69,172.0,412.0,6837.0,6480.0,530.0,78.0,417.0,98.0,342.0,84.0,7140.0,0.0,10075.0
0,98,210.0,88.0,69,184.0,332.0,7140.0,6507.0,530.0,78.0,312.0,86.0,327.0,82.0,6810.0,0.0,9750.0
1,80,250.0,82.0,69,136.0,368.0,6540.0,7407.0,530.0,78.0,402.0,80.0,363.0,78.0,7110.0,0.0,9750.0
0,88,220.0,84.0,72,158.0,380.0,6867.0,6480.0,530.0,78.0,369.0,78.0,357.0,84.0,7020.0,0.0,9751.0
0,86,220.0,84.0,77,194.0,352.0,6687.0,6567.0,540.0,76.0,405.0,88.0,381.0,84.0,6990.0,0.0,10074.0
0,86,220.0,84.0,74,154.0,396.0,6960.0,6507.0,530.0,78.0,459.0,78.0,396.0,84.0,7195.0,0.0,10075.0
0,88,220.0,84.0,69,142.0,356.0,6687.0,6600.0,540.0,80.0,456.0,84.0,393.0,84.0,6960.0,0.0,9750.0
0,88,200.0,82.0,72,142.0,416.0,7350.0,6600.0,530.0,78.0,336.0,88.0,330.0,86.0,8970.0,0.0,10075.0
0,88,220.0,84.0,69,132.0,388.0,6840.0,6480.0,530.0,78.0,402.0,80.0,396.0,84.0,6960.0,0.0,10075.0
0,98,220.0,82.0,78,200.0,380.0,6873.0,6600.0,530.0,80.0,402.0,78.0,330.0,84.0,7106.0,0.0,10074.0
0,88,210.0,84.0,72,148.0,384.0,6780.0,6480.0,550.0,78.0,594.0,80.0,384.0,82.0,7140.0,0.0,9750.0
0,86,220.0,84.0,69,142.0,384.0,6813.0,6420.0,530.0,80.0,369.0,98.0,399.0,84.0,7170.0,0.0,10076.0
0,86,220.0,84.0,69,198.0,384.0,7020.0,6447.0,470.0,80.0,372.0,78.0,300.0,86.0,7020.0,0.0,10074.0
0,88,210.0,82.0,72,162.0,384.0,6900.0,6513.0,540.0,78.0,393.0,76.0,351.0,86.0,7140.0,0.0,10076.0
0,88,210.0,86.0,72,324.0,348.0,6687.0,6453.0,520.0,80.0,339.0,78.0,378.0,84.0,7110.0,0.0,9750.0
0,84,210.0,83.0,69,140.0,388.0,7227.0,6420.0,540.0,78.0,330.0,76.0,396.0,82.0,7195.0,0.0,9750.0
0,78,210.0,80.0,69,138.0,368.0,6687.0,6600.0,540.0,78.0,429.0,94.0,369.0,88.0,6840.0,0.0,9751.0
0,86,210.0,84.0,74,160.0,380.0,6693.0,6540.0,550.0,80.0,354.0,78.0,396.0,82.0,7115.0,0.0,9750.0
0,88,210.0,88.0,72,142.0,372.0,7080.0,6453.0,540.0,78.0,369.0,78.0,321.0,84.0,7085.0,0.0,10074.0
0,88,220.0,84.0,69,156.0,384.0,6927.0,6480.0,530.0,80.0,390.0,80.0,348.0,84.0,7140.0,0.0,9750.0
0,88,210.0,86.0,72,160.0,384.0,6930.0,6480.0,540.0,80.0,390.0,80.0,348.0,84.0,7140.0,0.0,10074.0
0,86,220.0,84.0,69,158.0,392.0,6900.0,6480.0,530.0,78.0,429.0,78.0,396.0,84.0,7140.0,0.0,10075.0
0,100,220.0,85.0,72,142.0,384.0,6900.0,6480.0,530.0,100.0,597.0,98.0,393.0,94.0,6930.0,0.0,10076.0
0,88,210.0,84.0,72,130.0,384.0,6780.0,6447.0,540.0,80.0,387.0,78.0,396.0,84.0,7020.0,0.0,9751.0
0,88,210.0,84.0,69,166.0,364.0,6960.0,6447.0,540.0,90.0,426.0,78.0,396.0,84.0,7320.0,0.0,10076.0
0,88,210.0,88.0,72,160.0,372.0,6687.0,6600.0,540.0,96.0,432.0,78.0,369.0,82.0,6964.0,0.0,9750.0
0,100,210.0,84.0,69,164.0,396.0,6810.0,6453.0,530.0,78.0,597.0,78.0,369.0,100.0,6985.0,0.0,9750.0
0,78,210.0,86.0,69,132.0,356.0,6900.0,6393.0,540.0,80.0,390.0,80.0,396.0,78.0,7115.0,0.0,10076.0
0,84,220.0,86.0,69,166.0,356.0,6927.0,6420.0,540.0,82.0,408.0,76.0,399.0,84.0,7290.0,0.0,9750.0
1,88,210.0,86.0,69,160.0,336.0,7233.0,6693.0,540.0,78.0,441.0,76.0,396.0,94.0,6780.0,0.0,10076.0
0,76,220.0,82.0,69,194.0,356.0,6900.0,6420.0,540.0,78.0,393.0,92.0,393.0,84.0,7260.0,0.0,10076.0
0,86,210.0,84.0,69,148.0,384.0,6900.0,6447.0,530.0,78.0,330.0,78.0,390.0,86.0,7140.0,0.0,10076.0
0,100,210.0,90.0,69,186.0,332.0,7020.0,6480.0,540.0,78.0,312.0,86.0,327.0,82.0,6810.0,0.0,10076.0
0,86,220.0,84.0,69,150.0,352.0,6627.0,6453.0,530.0,80.0,381.0,78.0,399.0,84.0,7080.0,0.0,10074.0
0,86,220.0,84.0,69,134.0,388.0,6960.0,6480.0,530.0,78.0,339.0,86.0,396.0,84.0,7140.0,0.0,10075.0
0,88,210.0,84.0,78,146.0,384.0,6900.0,6480.0,540.0,80.0,387.0,100.0,399.0,78.0,7140.0,0.0,10074.0
0,86,210.0,82.0,72,150.0,384.0,6987.0,6453.0,530.0,74.0,348.0,78.0,396.0,84.0,7140.0,0.0,10074.0
0,85,210.0,90.0,72,158.0,348.0,7113.0,6540.0,530.0,80.0,369.0,80.0,324.0,84.0,6720.0,0.0,10074.0
0,80,240.0,82.0,69,142.0,416.0,6753.0,6600.0,530.0,78.0,390.0,88.0,399.0,90.0,6865.0,0.0,10077.0
0,94,220.0,82.0,69,136.0,368.0,6813.0,6633.0,540.0,88.0,423.0,82.0,396.0,88.0,6815.0,0.0,10076.0
0,100,230.0,82.0,69,208.0,368.0,6780.0,6633.0,540.0,78.0,441.0,88.0,396.0,88.0,6810.0,0.0,9750.0
0,86,210.0,84.0,72,190.0,344.0,6987.0,6453.0,530.0,78.0,375.0,78.0,393.0,94.0,6900.0,0.0,9751.0
0,86,210.0,86.0,69,138.0,384.0,6660.0,6420.0,540.0,80.0,369.0,80.0,327.0,86.0,7110.0,0.0,10074.0
0,87,210.0,84.0,66,148.0,384.0,7473.0,6420.0,530.0,80.0,342.0,78.0,396.0,98.0,7170.0,0.0,9749.0
0,88,210.0,84.0,75,188.0,384.0,7413.0,6420.0,530.0,78.0,351.0,98.0,396.0,84.0,7140.0,0.0,9750.0
0,88,210.0,84.0,69,148.0,372.0,6867.0,6513.0,530.0,78.0,414.0,78.0,381.0,86.0,6810.0,0.0,9751.0
0,88,240.0,88.0,71,144.0,336.0,7080.0,6540.0,530.0,82.0,390.0,100.0,351.0,82.0,6750.0,0.0,10074.0
1,100,210.0,84.0,72,152.0,348.0,6867.0,6453.0,540.0,80.0,390.0,76.0,372.0,86.0,7080.0,0.0,9749.0
0,86,220.0,84.0,69,194.0,352.0,6960.0,6420.0,530.0,100.0,543.0,78.0,399.0,84.0,7260.0,0.0,10074.0
0,98,210.0,83.0,69,136.0,384.0,6873.0,6480.0,530.0,80.0,402.0,82.0,399.0,100.0,7290.0,0.0,10075.0
0,88,200.0,84.0,66,152.0,384.0,6900.0,6447.0,530.0,80.0,402.0,78.0,396.0,84.0,7290.0,0.0,9750.0
0,88,220.0,81.0,69,156.0,376.0,6867.0,6600.0,530.0,78.0,378.0,78.0,327.0,86.0,7110.0,0.0,10076.0
0,86,210.0,86.0,69,138.0,384.0,6660.0,6420.0,540.0,80.0,369.0,80.0,327.0,86.0,7110.0,0.0,10077.0
0,88,220.0,84.0,69,134.0,368.0,6960.0,6540.0,530.0,100.0,453.0,78.0,396.0,82.0,6870.0,0.0,10073.0
0,80,230.0,79.0,69,164.0,368.0,6840.0,6540.0,530.0,82.0,432.0,76.0,393.0,100.0,6990.0,0.0,9749.0
0,86,260.0,84.0,69,176.0,384.0,6900.0,6453.0,530.0,80.0,366.0,78.0,402.0,84.0,7170.0,0.0,10074.0
0,87,210.0,82.0,69,130.0,368.0,7113.0,6567.0,530.0,78.0,414.0,78.0,327.0,84.0,6875.0,0.0,10074.0
0,88,220.0,82.0,69,134.0,384.0,6873.0,6447.0,530.0,78.0,333.0,78.0,375.0,84.0,7114.0,0.0,10074.0
0,88,210.0,86.0,72,324.0,348.0,6687.0,6453.0,520.0,78.0,339.0,78.0,396.0,84.0,7110.0,0.0,9750.0
0,89,220.0,82.0,72,152.0,372.0,6807.0,6513.0,520.0,78.0,597.0,76.0,396.0,84.0,6835.0,0.0,9750.0
1,88,220.0,84.0,69,144.0,352.0,7347.0,6480.0,530.0,80.0,387.0,80.0,396.0,94.0,7200.0,0.0,10076.0
0,86,210.0,84.0,69,154.0,392.0,6987.0,6507.0,530.0,78.0,456.0,78.0,399.0,86.0,7165.0,0.0,9750.0
0,88,210.0,84.0,69,138.0,380.0,6687.0,6453.0,540.0,78.0,348.0,98.0,399.0,86.0,7110.0,0.0,9750.0
0,85,220.0,84.0,72,172.0,384.0,7500.0,6453.0,540.0,78.0,360.0,100.0,399.0,82.0,7136.0,0.0,10076.0
0,86,220.0,84.0,69,142.0,384.0,6813.0,6420.0,530.0,76.0,390.0,88.0,399.0,84.0,7200.0,0.0,10075.0
0,88,210.0,88.0,69,132.0,344.0,7110.0,6420.0,530.0,78.0,465.0,78.0,306.0,84.0,7140.0,0.0,9750.0
0,88,220.0,85.0,69,134.0,352.0,6960.0,6420.0,540.0,90.0,438.0,80.0,396.0,86.0,7315.0,0.0,9750.0
0,88,210.0,84.0,69,136.0,388.0,7467.0,6447.0,540.0,80.0,354.0,98.0,396.0,84.0,7140.0,0.0,10074.0
0,88,220.0,91.0,72,170.0,368.0,7530.0,6447.0,540.0,78.0,396.0,98.0,348.0,84.0,7214.0,0.0,10075.0
0,88,220.0,84.0,69,186.0,368.0,7233.0,6567.0,530.0,76.0,351.0,72.0,366.0,84.0,8970.0,0.0,10076.0
0,88,220.0,82.0,69,132.0,384.0,6900.0,6453.0,540.0,80.0,402.0,82.0,399.0,100.0,7290.0,0.0,10076.0
0,86,210.0,84.0,69,158.0,404.0,7047.0,6480.0,540.0,84.0,327.0,80.0,312.0,90.0,6750.0,0.0,10074.0
0,86,230.0,82.0,72,262.0,352.0,6867.0,6453.0,530.0,78.0,426.0,78.0,396.0,86.0,7260.0,0.0,10076.0
0,80,240.0,80.0,69,138.0,412.0,6813.0,6600.0,530.0,80.0,402.0,90.0,399.0,90.0,6960.0,0.0,10074.0
0,86,250.0,84.0,63,136.0,384.0,7017.0,6480.0,530.0,78.0,372.0,80.0,306.0,78.0,7016.0,0.0,9750.0
0,86,240.0,84.0,74,138.0,384.0,6837.0,6453.0,530.0,78.0,390.0,78.0,399.0,86.0,7200.0,0.0,9750.0
0,86,210.0,84.0,69,138.0,380.0,6687.0,6573.0,540.0,80.0,408.0,78.0,396.0,84.0,6986.0,0.0,10075.0
0,98,220.0,86.0,69,208.0,384.0,7053.0,6540.0,530.0,80.0,345.0,80.0,333.0,84.0,6784.0,0.0,10074.0
0,86,210.0,84.0,74,144.0,416.0,6927.0,6633.0,540.0,78.0,477.0,90.0,399.0,86.0,6780.0,0.0,10074.0
0,88,220.0,82.0,69,210.0,384.0,6840.0,6447.0,530.0,98.0,300.0,78.0,396.0,90.0,7230.0,0.0,10076.0
0,88,220.0,90.0,72,174.0,408.0,7293.0,6600.0,530.0,78.0,429.0,78.0,330.0,84.0,6900.0,0.0,10074.0
0,89,210.0,84.0,69,172.0,368.0,7080.0,6540.0,460.0,78.0,414.0,78.0,327.0,84.0,6875.0,0.0,10074.0
0,98,220.0,90.0,69,348.0,348.0,6987.0,6537.0,530.0,78.0,312.0,86.0,327.0,82.0,6810.0,0.0,10076.0
0,80,240.0,80.0,69,158.0,372.0,6720.0,6600.0,530.0,100.0,441.0,80.0,399.0,86.0,6845.0,0.0,9751.0
0,86,210.0,84.0,69,150.0,384.0,6840.0,6453.0,540.0,80.0,390.0,80.0,306.0,84.0,7200.0,0.0,10074.0
0,86,230.0,82.0,72,262.0,352.0,6867.0,6453.0,530.0,80.0,402.0,78.0,396.0,84.0,7290.0,0.0,10074.0
0,86,220.0,84.0,72,148.0,352.0,7440.0,6480.0,540.0,78.0,372.0,78.0,393.0,84.0,6990.0,0.0,10073.0
0,78,230.0,80.0,66,142.0,356.0,6813.0,6573.0,540.0,80.0,390.0,78.0,396.0,88.0,6814.0,0.0,9750.0
0,86,210.0,90.0,72,158.0,384.0,6780.0,6480.0,540.0,78.0,597.0,78.0,393.0,84.0,7140.0,0.0,10074.0
0,86,220.0,90.0,69,140.0,368.0,7467.0,6600.0,530.0,80.0,402.0,100.0,396.0,84.0,6874.0,0.0,10074.0
0,86,210.0,86.0,69,158.0,352.0,7020.0,6453.0,530.0,80.0,372.0,78.0,300.0,86.0,7020.0,0.0,10076.0
0,88,210.0,84.0,72,132.0,384.0,6927.0,6453.0,530.0,80.0,342.0,100.0,390.0,82.0,7115.0,0.0,10076.0
0,86,210.0,84.0,69,148.0,384.0,6780.0,6480.0,540.0,78.0,594.0,80.0,384.0,82.0,7140.0,0.0,10074.0
0,86,210.0,82.0,69,130.0,356.0,7047.0,6453.0,530.0,84.0,393.0,78.0,306.0,86.0,7020.0,0.0,9750.0
0,88,210.0,90.0,74,156.0,356.0,7440.0,6573.0,530.0,80.0,363.0,100.0,396.0,84.0,8996.0,0.0,9749.0
0,100,210.0,88.0,69,146.0,340.0,6987.0,6507.0,530.0,80.0,324.0,86.0,378.0,78.0,6840.0,0.0,10076.0
0,88,210.0,84.0,72,138.0,396.0,6933.0,6453.0,540.0,78.0,417.0,76.0,390.0,84.0,7050.0,0.0,9749.0
0,98,210.0,83.0,69,136.0,384.0,6873.0,6480.0,530.0,78.0,423.0,78.0,399.0,78.0,7290.0,0.0,10076.0
0,86,210.0,82.0,72,148.0,352.0,7440.0,6573.0,530.0,78.0,360.0,78.0,396.0,84.0,8970.0,0.0,9750.0
0,78,240.0,80.0,74,182.0,348.0,6753.0,6600.0,530.0,78.0,393.0,76.0,399.0,88.0,6865.0,0.0,10077.0
0,88,210.0,92.0,72,150.0,392.0,6840.0,6480.0,530.0,80.0,384.0,76.0,396.0,82.0,7115.0,0.0,10076.0
0,86,220.0,84.0,72,148.0,352.0,7440.0,6480.0,540.0,80.0,453.0,78.0,396.0,78.0,7020.0,0.0,10077.0
0,84,210.0,84.0,72,150.0,388.0,6933.0,6480.0,530.0,78.0,456.0,78.0,399.0,86.0,7165.0,0.0,10075.0
0,88,210.0,90.0,74,156.0,356.0,7440.0,6573.0,530.0,78.0,345.0,78.0,396.0,78.0,8970.0,0.0,9750.0
